X;workerid;proliferate.condition;samediff_mirrornorm;samediff;categories;failed_audio;failed_images;failed_video;internal_node_id;response;rt;sequence_id;same_mirror_normal;stimulus;success;time_elapsed;timeout;trial_index;trial_type;view_history;error;language
41;18;condition1;_;;;;;;0.0-6.0-0.7;;NA;0;;img2/jap/1.jpg;NA;58671;NA;40;image-keyboard-response;;NA;japanese
42;18;condition1;_;;;;;;0.0-6.0-1.7;;NA;1;;+;NA;58995;NA;41;html-keyboard-response;;NA;japanese
43;18;condition1;_;;;;;;0.0-6.0-2.7;;NA;2;;img2/jap/7.jpg;NA;59211;NA;42;image-keyboard-response;;NA;japanese
44;18;condition1;D_T;D;J;;;;0.0-6.0-3.7;d;602;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
45;18;condition1;_;;;;;;0.0-6.0-0.8;;NA;0;;img2/jap/10.jpg;NA;60026;NA;44;image-keyboard-response;;NA;japanese
46;18;condition1;_;;;;;;0.0-6.0-1.8;;NA;1;;+;NA;60333;NA;45;html-keyboard-response;;NA;japanese
47;18;condition1;_;;;;;;0.0-6.0-2.8;;NA;2;;img2/jap/10.jpg;NA;60547;NA;46;image-keyboard-response;;NA;japanese
48;18;condition1;S_T;S;J;;;;0.0-6.0-3.8;s;379;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
49;18;condition1;_;;;;;;0.0-6.0-0.9;;NA;0;;img2/Mfalse/8.jpg;NA;61147;NA;48;image-keyboard-response;;NA;japanese
50;18;condition1;_;;;;;;0.0-6.0-1.9;;NA;1;;+;NA;61454;NA;49;html-keyboard-response;;NA;japanese
51;18;condition1;_;;;;;;0.0-6.0-2.9;;NA;2;;img2/Mfalse/9.jpg;NA;61669;NA;50;image-keyboard-response;;NA;japanese
52;18;condition1;D_M;D;M;;;;0.0-6.0-3.9;d;435;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
53;18;condition1;_;;;;;;0.0-6.0-0.10;;NA;0;;img2/tools/10.jpg;NA;62314;NA;52;image-keyboard-response;;NA;japanese
54;18;condition1;_;;;;;;0.0-6.0-1.10;;NA;1;;+;NA;62623;NA;53;html-keyboard-response;;NA;japanese
55;18;condition1;_;;;;;;0.0-6.0-2.10;;NA;2;;img2/Mtools/10.jpg;NA;62837;NA;54;image-keyboard-response;;NA;japanese
56;18;condition1;S_M;S;O;;;;0.0-6.0-3.10;d;328;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
57;18;condition1;_;;;;;;0.0-6.0-0.11;;NA;0;;img2/Mjap/7.jpg;NA;63387;NA;56;image-keyboard-response;;NA;japanese
58;18;condition1;_;;;;;;0.0-6.0-1.11;;NA;1;;+;NA;63695;NA;57;html-keyboard-response;;NA;japanese
59;18;condition1;_;;;;;;0.0-6.0-2.11;;NA;2;;img2/Mjap/13.jpg;NA;63911;NA;58;image-keyboard-response;;NA;japanese
60;18;condition1;D_M;D;J;;;;0.0-6.0-3.11;d;647;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
61;18;condition1;_;;;;;;0.0-6.0-0.12;;NA;0;;img2/false/1.jpg;NA;64767;NA;60;image-keyboard-response;;NA;japanese
62;18;condition1;_;;;;;;0.0-6.0-1.12;;NA;1;;+;NA;65074;NA;61;html-keyboard-response;;NA;japanese
63;18;condition1;_;;;;;;0.0-6.0-2.12;;NA;2;;img2/Mfalse/1.jpg;NA;65290;NA;62;image-keyboard-response;;NA;japanese
64;18;condition1;S_M;S;M;;;;0.0-6.0-3.12;s;1005;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
65;18;condition1;_;;;;;;0.0-6.0-0.13;;NA;0;;img2/Mfaces/2.jpg;NA;66509;NA;64;image-keyboard-response;;NA;japanese
66;18;condition1;_;;;;;;0.0-6.0-1.13;;NA;1;;+;NA;66820;NA;65;html-keyboard-response;;NA;japanese
67;18;condition1;_;;;;;;0.0-6.0-2.13;;NA;2;;img2/Mfaces/9.jpg;NA;67035;NA;66;image-keyboard-response;;NA;japanese
68;18;condition1;D_M;D;H;;;;0.0-6.0-3.13;d;346;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
69;18;condition1;_;;;;;;0.0-6.0-0.14;;NA;0;;img2/tools/3.jpg;NA;67601;NA;68;image-keyboard-response;;NA;japanese
70;18;condition1;_;;;;;;0.0-6.0-1.14;;NA;1;;+;NA;67911;NA;69;html-keyboard-response;;NA;japanese
71;18;condition1;_;;;;;;0.0-6.0-2.14;;NA;2;;img2/Mtools/3.jpg;NA;68125;NA;70;image-keyboard-response;;NA;japanese
72;18;condition1;S_M;S;O;;;;0.0-6.0-3.14;d;615;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
73;18;condition1;_;;;;;;0.0-6.0-0.15;;NA;0;;img2/false/8.jpg;NA;68951;NA;72;image-keyboard-response;;NA;japanese
74;18;condition1;_;;;;;;0.0-6.0-1.15;;NA;1;;+;NA;69261;NA;73;html-keyboard-response;;NA;japanese
75;18;condition1;_;;;;;;0.0-6.0-2.15;;NA;2;;img2/false/9.jpg;NA;69476;NA;74;image-keyboard-response;;NA;japanese
76;18;condition1;D_T;D;M;;;;0.0-6.0-3.15;d;778;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
77;18;condition1;_;;;;;;0.0-6.0-0.16;;NA;0;;img2/false/4.jpg;NA;70472;NA;76;image-keyboard-response;;NA;japanese
78;18;condition1;_;;;;;;0.0-6.0-1.16;;NA;1;;+;NA;70793;NA;77;html-keyboard-response;;NA;japanese
79;18;condition1;_;;;;;;0.0-6.0-2.16;;NA;2;;img2/false/4.jpg;NA;71009;NA;78;image-keyboard-response;;NA;japanese
80;18;condition1;S_T;S;M;;;;0.0-6.0-3.16;s;676;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
81;18;condition1;_;;;;;;0.0-6.0-0.17;;NA;0;;img2/french/13.jpg;NA;71901;NA;80;image-keyboard-response;;NA;japanese
82;18;condition1;_;;;;;;0.0-6.0-1.17;;NA;1;;+;NA;72208;NA;81;html-keyboard-response;;NA;japanese
83;18;condition1;_;;;;;;0.0-6.0-2.17;;NA;2;;img2/Mfrench/13.jpg;NA;72421;NA;82;image-keyboard-response;;NA;japanese
84;18;condition1;S_M;S;R;;;;0.0-6.0-3.17;d;625;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
85;18;condition1;_;;;;;;0.0-6.0-0.18;;NA;0;;img2/tools/5.jpg;NA;73258;NA;84;image-keyboard-response;;NA;japanese
86;18;condition1;_;;;;;;0.0-6.0-1.18;;NA;1;;+;NA;73569;NA;85;html-keyboard-response;;NA;japanese
87;18;condition1;_;;;;;;0.0-6.0-2.18;;NA;2;;img2/tools/5.jpg;NA;73782;NA;86;image-keyboard-response;;NA;japanese
88;18;condition1;S_T;S;O;;;;0.0-6.0-3.18;s;449;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
89;18;condition1;_;;;;;;0.0-6.0-0.19;;NA;0;;img2/faces/5.jpg;NA;74448;NA;88;image-keyboard-response;;NA;japanese
90;18;condition1;_;;;;;;0.0-6.0-1.19;;NA;1;;+;NA;74757;NA;89;html-keyboard-response;;NA;japanese
91;18;condition1;_;;;;;;0.0-6.0-2.19;;NA;2;;img2/faces/5.jpg;NA;74973;NA;90;image-keyboard-response;;NA;japanese
92;18;condition1;S_T;S;H;;;;0.0-6.0-3.19;s;376;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
93;18;condition1;_;;;;;;0.0-6.0-0.20;;NA;0;;img2/Mjap/4.jpg;NA;75559;NA;92;image-keyboard-response;;NA;japanese
94;18;condition1;_;;;;;;0.0-6.0-1.20;;NA;1;;+;NA;75870;NA;93;html-keyboard-response;;NA;japanese
95;18;condition1;_;;;;;;0.0-6.0-2.20;;NA;2;;img2/Mjap/12.jpg;NA;76083;NA;94;image-keyboard-response;;NA;japanese
96;18;condition1;D_M;D;J;;;;0.0-6.0-3.20;d;437;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
97;18;condition1;_;;;;;;0.0-6.0-0.21;;NA;0;;img2/jap/6.jpg;NA;76734;NA;96;image-keyboard-response;;NA;japanese
98;18;condition1;_;;;;;;0.0-6.0-1.21;;NA;1;;+;NA;77040;NA;97;html-keyboard-response;;NA;japanese
99;18;condition1;_;;;;;;0.0-6.0-2.21;;NA;2;;img2/jap/14.jpg;NA;77254;NA;98;image-keyboard-response;;NA;japanese
100;18;condition1;D_T;D;J;;;;0.0-6.0-3.21;d;904;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
101;18;condition1;_;;;;;;0.0-6.0-0.22;;NA;0;;img2/tools/12.jpg;NA;78359;NA;100;image-keyboard-response;;NA;japanese
102;18;condition1;_;;;;;;0.0-6.0-1.22;;NA;1;;+;NA;78665;NA;101;html-keyboard-response;;NA;japanese
103;18;condition1;_;;;;;;0.0-6.0-2.22;;NA;2;;img2/Mtools/12.jpg;NA;78883;NA;102;image-keyboard-response;;NA;japanese
104;18;condition1;S_M;S;O;;;;0.0-6.0-3.22;d;540;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
105;18;condition1;_;;;;;;0.0-6.0-0.23;;NA;0;;img2/french/12.jpg;NA;79636;NA;104;image-keyboard-response;;NA;japanese
106;18;condition1;_;;;;;;0.0-6.0-1.23;;NA;1;;+;NA;79943;NA;105;html-keyboard-response;;NA;japanese
107;18;condition1;_;;;;;;0.0-6.0-2.23;;NA;2;;img2/french/12.jpg;NA;80158;NA;106;image-keyboard-response;;NA;japanese
108;18;condition1;S_T;S;R;;;;0.0-6.0-3.23;s;367;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
109;18;condition1;_;;;;;;0.0-6.0-0.24;;NA;0;;img2/french/1.jpg;NA;80744;NA;108;image-keyboard-response;;NA;japanese
110;18;condition1;_;;;;;;0.0-6.0-1.24;;NA;1;;+;NA;81050;NA;109;html-keyboard-response;;NA;japanese
111;18;condition1;_;;;;;;0.0-6.0-2.24;;NA;2;;img2/french/7.jpg;NA;81264;NA;110;image-keyboard-response;;NA;japanese
112;18;condition1;D_T;D;R;;;;0.0-6.0-3.24;d;581;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
113;18;condition1;_;;;;;;0.0-6.0-0.25;;NA;0;;img2/false/12.jpg;NA;82063;NA;112;image-keyboard-response;;NA;japanese
114;18;condition1;_;;;;;;0.0-6.0-1.25;;NA;1;;+;NA;82386;NA;113;html-keyboard-response;;NA;japanese
115;18;condition1;_;;;;;;0.0-6.0-2.25;;NA;2;;img2/false/8.jpg;NA;82588;NA;114;image-keyboard-response;;NA;japanese
116;18;condition1;D_T;D;M;;;;0.0-6.0-3.25;d;450;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
117;18;condition1;_;;;;;;0.0-6.0-0.26;;NA;0;;img2/false/1.jpg;NA;83251;NA;116;image-keyboard-response;;NA;japanese
118;18;condition1;_;;;;;;0.0-6.0-1.26;;NA;1;;+;NA;83559;NA;117;html-keyboard-response;;NA;japanese
119;18;condition1;_;;;;;;0.0-6.0-2.26;;NA;2;;img2/false/1.jpg;NA;83760;NA;118;image-keyboard-response;;NA;japanese
120;18;condition1;S_T;S;M;;;;0.0-6.0-3.26;s;348;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
121;18;condition1;_;;;;;;0.0-6.0-0.27;;NA;0;;img2/french/5.jpg;NA;84329;NA;120;image-keyboard-response;;NA;japanese
122;18;condition1;_;;;;;;0.0-6.0-1.27;;NA;1;;+;NA;84637;NA;121;html-keyboard-response;;NA;japanese
123;18;condition1;_;;;;;;0.0-6.0-2.27;;NA;2;;img2/french/5.jpg;NA;84852;NA;122;image-keyboard-response;;NA;japanese
124;18;condition1;S_T;S;R;;;;0.0-6.0-3.27;s;409;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
125;18;condition1;_;;;;;;0.0-6.0-0.28;;NA;0;;img2/french/9.jpg;NA;85469;NA;124;image-keyboard-response;;NA;japanese
126;18;condition1;_;;;;;;0.0-6.0-1.28;;NA;1;;+;NA;85776;NA;125;html-keyboard-response;;NA;japanese
127;18;condition1;_;;;;;;0.0-6.0-2.28;;NA;2;;img2/Mfrench/9.jpg;NA;85988;NA;126;image-keyboard-response;;NA;japanese
128;18;condition1;S_M;S;R;;;;0.0-6.0-3.28;d;385;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
129;18;condition1;_;;;;;;0.0-6.0-0.29;;NA;0;;img2/french/10.jpg;NA;86585;NA;128;image-keyboard-response;;NA;japanese
130;18;condition1;_;;;;;;0.0-6.0-1.29;;NA;1;;+;NA;86907;NA;129;html-keyboard-response;;NA;japanese
131;18;condition1;_;;;;;;0.0-6.0-2.29;;NA;2;;img2/Mfrench/10.jpg;NA;87123;NA;130;image-keyboard-response;;NA;japanese
132;18;condition1;S_M;S;R;;;;0.0-6.0-3.29;d;589;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
133;18;condition1;_;;;;;;0.0-6.0-0.30;;NA;0;;img2/Mfrench/13.jpg;NA;87923;NA;132;image-keyboard-response;;NA;japanese
134;18;condition1;_;;;;;;0.0-6.0-1.30;;NA;1;;+;NA;88232;NA;133;html-keyboard-response;;NA;japanese
135;18;condition1;_;;;;;;0.0-6.0-2.30;;NA;2;;img2/Mfrench/11.jpg;NA;88450;NA;134;image-keyboard-response;;NA;japanese
136;18;condition1;D_M;D;R;;;;0.0-6.0-3.30;d;1035;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
137;18;condition1;_;;;;;;0.0-6.0-0.31;;NA;0;;img2/tools/3.jpg;NA;89693;NA;136;image-keyboard-response;;NA;japanese
138;18;condition1;_;;;;;;0.0-6.0-1.31;;NA;1;;+;NA;89999;NA;137;html-keyboard-response;;NA;japanese
139;18;condition1;_;;;;;;0.0-6.0-2.31;;NA;2;;img2/tools/13.jpg;NA;90214;NA;138;image-keyboard-response;;NA;japanese
140;18;condition1;D_T;D;O;;;;0.0-6.0-3.31;d;511;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
141;18;condition1;_;;;;;;0.0-6.0-0.32;;NA;0;;img2/tools/13.jpg;NA;90938;NA;140;image-keyboard-response;;NA;japanese
142;18;condition1;_;;;;;;0.0-6.0-1.32;;NA;1;;+;NA;91247;NA;141;html-keyboard-response;;NA;japanese
143;18;condition1;_;;;;;;0.0-6.0-2.32;;NA;2;;img2/tools/13.jpg;NA;91462;NA;142;image-keyboard-response;;NA;japanese
144;18;condition1;S_T;S;O;;;;0.0-6.0-3.32;s;447;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
145;18;condition1;_;;;;;;0.0-6.0-0.33;;NA;0;;img2/faces/1.jpg;NA;92128;NA;144;image-keyboard-response;;NA;japanese
146;18;condition1;_;;;;;;0.0-6.0-1.33;;NA;1;;+;NA;92450;NA;145;html-keyboard-response;;NA;japanese
147;18;condition1;_;;;;;;0.0-6.0-2.33;;NA;2;;img2/faces/1.jpg;NA;92666;NA;146;image-keyboard-response;;NA;japanese
148;18;condition1;S_T;S;H;;;;0.0-6.0-3.33;s;285;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
149;18;condition1;_;;;;;;0.0-6.0-0.34;;NA;0;;img2/jap/4.jpg;NA;93170;NA;148;image-keyboard-response;;NA;japanese
150;18;condition1;_;;;;;;0.0-6.0-1.34;;NA;1;;+;NA;93480;NA;149;html-keyboard-response;;NA;japanese
151;18;condition1;_;;;;;;0.0-6.0-2.34;;NA;2;;img2/jap/4.jpg;NA;93696;NA;150;image-keyboard-response;;NA;japanese
152;18;condition1;S_T;S;J;;;;0.0-6.0-3.34;s;381;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
153;18;condition1;_;;;;;;0.0-6.0-0.35;;NA;0;;img2/faces/10.jpg;NA;94293;NA;152;image-keyboard-response;;NA;japanese
154;18;condition1;_;;;;;;0.0-6.0-1.35;;NA;1;;+;NA;94601;NA;153;html-keyboard-response;;NA;japanese
155;18;condition1;_;;;;;;0.0-6.0-2.35;;NA;2;;img2/Mfaces/10.jpg;NA;94817;NA;154;image-keyboard-response;;NA;japanese
156;18;condition1;S_M;S;H;;;;0.0-6.0-3.35;d;388;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
157;18;condition1;_;;;;;;0.0-6.0-0.36;;NA;0;;img2/tools/5.jpg;NA;95419;NA;156;image-keyboard-response;;NA;japanese
158;18;condition1;_;;;;;;0.0-6.0-1.36;;NA;1;;+;NA;95725;NA;157;html-keyboard-response;;NA;japanese
159;18;condition1;_;;;;;;0.0-6.0-2.36;;NA;2;;img2/Mtools/5.jpg;NA;95941;NA;158;image-keyboard-response;;NA;japanese
160;18;condition1;S_M;S;O;;;;0.0-6.0-3.36;d;504;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
161;18;condition1;_;;;;;;0.0-6.0-0.37;;NA;0;;img2/faces/2.jpg;NA;96666;NA;160;image-keyboard-response;;NA;japanese
162;18;condition1;_;;;;;;0.0-6.0-1.37;;NA;1;;+;NA;96973;NA;161;html-keyboard-response;;NA;japanese
163;18;condition1;_;;;;;;0.0-6.0-2.37;;NA;2;;img2/Mfaces/2.jpg;NA;97188;NA;162;image-keyboard-response;;NA;japanese
164;18;condition1;S_M;S;H;;;;0.0-6.0-3.37;d;505;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
165;18;condition1;_;;;;;;0.0-6.0-0.38;;NA;0;;img2/faces/2.jpg;NA;97914;NA;164;image-keyboard-response;;NA;japanese
166;18;condition1;_;;;;;;0.0-6.0-1.38;;NA;1;;+;NA;98223;NA;165;html-keyboard-response;;NA;japanese
167;18;condition1;_;;;;;;0.0-6.0-2.38;;NA;2;;img2/faces/2.jpg;NA;98439;NA;166;image-keyboard-response;;NA;japanese
168;18;condition1;S_T;S;H;;;;0.0-6.0-3.38;s;384;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
169;18;condition1;_;;;;;;0.0-6.0-0.39;;NA;0;;img2/tools/8.jpg;NA;99030;NA;168;image-keyboard-response;;NA;japanese
170;18;condition1;_;;;;;;0.0-6.0-1.39;;NA;1;;+;NA;99336;NA;169;html-keyboard-response;;NA;japanese
171;18;condition1;_;;;;;;0.0-6.0-2.39;;NA;2;;img2/Mtools/8.jpg;NA;99554;NA;170;image-keyboard-response;;NA;japanese
172;18;condition1;S_M;S;O;;;;0.0-6.0-3.39;d;499;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
173;18;condition1;_;;;;;;0.0-6.0-0.40;;NA;0;;img2/french/7.jpg;NA;100272;NA;172;image-keyboard-response;;NA;japanese
174;18;condition1;_;;;;;;0.0-6.0-1.40;;NA;1;;+;NA;100594;NA;173;html-keyboard-response;;NA;japanese
175;18;condition1;_;;;;;;0.0-6.0-2.40;;NA;2;;img2/french/13.jpg;NA;100809;NA;174;image-keyboard-response;;NA;japanese
176;18;condition1;D_T;D;R;;;;0.0-6.0-3.40;d;500;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
177;18;condition1;_;;;;;;0.0-6.0-0.41;;NA;0;;img2/Mtools/13.jpg;NA;101522;NA;176;image-keyboard-response;;NA;japanese
178;18;condition1;_;;;;;;0.0-6.0-1.41;;NA;1;;+;NA;101829;NA;177;html-keyboard-response;;NA;japanese
179;18;condition1;_;;;;;;0.0-6.0-2.41;;NA;2;;img2/Mtools/11.jpg;NA;102044;NA;178;image-keyboard-response;;NA;japanese
180;18;condition1;D_M;D;O;;;;0.0-6.0-3.41;d;537;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
181;18;condition1;_;;;;;;0.0-6.0-0.42;;NA;0;;img2/Mfalse/10.jpg;NA;102799;NA;180;image-keyboard-response;;NA;japanese
182;18;condition1;_;;;;;;0.0-6.0-1.42;;NA;1;;+;NA;103120;NA;181;html-keyboard-response;;NA;japanese
183;18;condition1;_;;;;;;0.0-6.0-2.42;;NA;2;;img2/Mfalse/12.jpg;NA;103334;NA;182;image-keyboard-response;;NA;japanese
184;18;condition1;D_M;D;M;;;;0.0-6.0-3.42;d;419;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
185;18;condition1;_;;;;;;0.0-6.0-0.43;;NA;0;;img2/jap/11.jpg;NA;103964;NA;184;image-keyboard-response;;NA;japanese
186;18;condition1;_;;;;;;0.0-6.0-1.43;;NA;1;;+;NA;104270;NA;185;html-keyboard-response;;NA;japanese
187;18;condition1;_;;;;;;0.0-6.0-2.43;;NA;2;;img2/jap/11.jpg;NA;104484;NA;186;image-keyboard-response;;NA;japanese
188;18;condition1;S_T;S;J;;;;0.0-6.0-3.43;s;337;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
189;18;condition1;_;;;;;;0.0-6.0-0.44;;NA;0;;img2/french/3.jpg;NA;105035;NA;188;image-keyboard-response;;NA;japanese
190;18;condition1;_;;;;;;0.0-6.0-1.44;;NA;1;;+;NA;105342;NA;189;html-keyboard-response;;NA;japanese
191;18;condition1;_;;;;;;0.0-6.0-2.44;;NA;2;;img2/french/3.jpg;NA;105557;NA;190;image-keyboard-response;;NA;japanese
192;18;condition1;S_T;S;R;;;;0.0-6.0-3.44;s;424;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;japanese
193;18;condition1;_;;;;;;0.0-6.0-0.45;;NA;0;;img2/jap/2.jpg;NA;106190;NA;192;image-keyboard-response;;NA;japanese
194;18;condition1;_;;;;;;0.0-6.0-1.45;;NA;1;;+;NA;106500;NA;193;html-keyboard-response;;NA;japanese
