X;workerid;proliferate.condition;samediff_mirrornorm;samediff;categories;failed_audio;failed_images;failed_video;internal_node_id;response;rt;sequence_id;same_mirror_normal;stimulus;success;time_elapsed;timeout;trial_index;trial_type;view_history;error;language
1;28;condition1;_;;;[];[];[];0.0-0.0;;NA;0;;;TRUE;3780;FALSE;0;preload;;NA;french
2;28;condition1;_;;;;;;0.0-1.0;;44702;1;;;NA;48483;NA;1;instructions;[{'page_index': 0;NA;french
3;28;condition1;_;;;;;;0.0-2.0-0.0;;NA;0;;img2/tools/2.jpg;NA;48704;NA;2;image-keyboard-response;;NA;french
4;28;condition1;_;;;;;;0.0-2.0-1.0;;NA;1;;+;NA;49020;NA;3;html-keyboard-response;;NA;french
5;28;condition1;_;;;;;;0.0-2.0-2.0;;NA;2;;img2/Mtools/2.jpg;NA;49241;NA;4;image-keyboard-response;;NA;french
6;28;condition1;_M;;;;;;0.0-2.0-3.0;s;1401;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
7;28;condition1;_;;;;;;0.0-3.0;;2908;3;;;NA;53551;NA;6;instructions;[{'page_index': 0;NA;french
8;28;condition1;_;;;;;;0.0-4.0-0.0;;NA;0;;img2/jap/2.jpg;NA;53794;NA;7;image-keyboard-response;;NA;french
9;28;condition1;_;;;;;;0.0-4.0-1.0;;NA;1;;+;NA;54110;NA;8;html-keyboard-response;;NA;french
10;28;condition1;_;;;;;;0.0-4.0-2.0;;NA;2;;img2/jap/3.jpg;NA;54346;NA;9;image-keyboard-response;;NA;french
11;28;condition1;_T;;;;;;0.0-4.0-3.0;d;653;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
12;28;condition1;_;;;;;;0.0-5.0;;2153;5;;;NA;57154;NA;11;instructions;[{'page_index': 0;NA;french
13;28;condition1;_;;;;;;0.0-6.0-0.0;;NA;0;;img2/tools/6.jpg;NA;57370;NA;12;image-keyboard-response;;NA;french
14;28;condition1;_;;;;;;0.0-6.0-1.0;;NA;1;;+;NA;57679;NA;13;html-keyboard-response;;NA;french
15;28;condition1;_;;;;;;0.0-6.0-2.0;;NA;2;;img2/tools/6.jpg;NA;57891;NA;14;image-keyboard-response;;NA;french
16;28;condition1;S_T;S;O;;;;0.0-6.0-3.0;s;451;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
17;28;condition1;_;;;;;;0.0-6.0-0.1;;NA;0;;img2/Mjap/2.jpg;NA;58596;NA;16;image-keyboard-response;;NA;french
18;28;condition1;_;;;;;;0.0-6.0-1.1;;NA;1;;+;NA;58910;NA;17;html-keyboard-response;;NA;french
19;28;condition1;_;;;;;;0.0-6.0-2.1;;NA;2;;img2/Mjap/8.jpg;NA;59163;NA;18;image-keyboard-response;;NA;french
20;28;condition1;D_M;D;J;;;;0.0-6.0-3.1;d;433;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
21;28;condition1;_;;;;;;0.0-6.0-0.2;;NA;0;;img2/Mfaces/13.jpg;NA;59824;NA;20;image-keyboard-response;;NA;french
22;28;condition1;_;;;;;;0.0-6.0-1.2;;NA;1;;+;NA;60129;NA;21;html-keyboard-response;;NA;french
23;28;condition1;_;;;;;;0.0-6.0-2.2;;NA;2;;img2/Mfaces/10.jpg;NA;60362;NA;22;image-keyboard-response;;NA;french
24;28;condition1;D_M;D;H;;;;0.0-6.0-3.2;d;505;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
25;28;condition1;_;;;;;;0.0-6.0-0.3;;NA;0;;img2/faces/10.jpg;NA;61098;NA;24;image-keyboard-response;;NA;french
26;28;condition1;_;;;;;;0.0-6.0-1.3;;NA;1;;+;NA;61412;NA;25;html-keyboard-response;;NA;french
27;28;condition1;_;;;;;;0.0-6.0-2.3;;NA;2;;img2/faces/5.jpg;NA;61641;NA;26;image-keyboard-response;;NA;french
28;28;condition1;D_T;D;H;;;;0.0-6.0-3.3;d;422;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
29;28;condition1;_;;;;;;0.0-6.0-0.4;;NA;0;;img2/false/6.jpg;NA;62288;NA;28;image-keyboard-response;;NA;french
30;28;condition1;_;;;;;;0.0-6.0-1.4;;NA;1;;+;NA;62600;NA;29;html-keyboard-response;;NA;french
31;28;condition1;_;;;;;;0.0-6.0-2.4;;NA;2;;img2/false/12.jpg;NA;62847;NA;30;image-keyboard-response;;NA;french
32;28;condition1;D_T;D;M;;;;0.0-6.0-3.4;d;332;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
33;28;condition1;_;;;;;;0.0-6.0-0.5;;NA;0;;img2/jap/13.jpg;NA;63428;NA;32;image-keyboard-response;;NA;french
34;28;condition1;_;;;;;;0.0-6.0-1.5;;NA;1;;+;NA;63734;NA;33;html-keyboard-response;;NA;french
35;28;condition1;_;;;;;;0.0-6.0-2.5;;NA;2;;img2/Mjap/13.jpg;NA;63985;NA;34;image-keyboard-response;;NA;french
36;28;condition1;S_M;S;J;;;;0.0-6.0-3.5;s;365;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
37;28;condition1;_;;;;;;0.0-6.0-0.6;;NA;0;;img2/tools/10.jpg;NA;64559;NA;36;image-keyboard-response;;NA;french
38;28;condition1;_;;;;;;0.0-6.0-1.6;;NA;1;;+;NA;64873;NA;37;html-keyboard-response;;NA;french
39;28;condition1;_;;;;;;0.0-6.0-2.6;;NA;2;;img2/tools/5.jpg;NA;65088;NA;38;image-keyboard-response;;NA;french
40;28;condition1;D_T;D;O;;;;0.0-6.0-3.6;d;399;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
41;28;condition1;_;;;;;;0.0-6.0-0.7;;NA;0;;img2/faces/3.jpg;NA;65707;NA;40;image-keyboard-response;;NA;french
42;28;condition1;_;;;;;;0.0-6.0-1.7;;NA;1;;+;NA;66021;NA;41;html-keyboard-response;;NA;french
43;28;condition1;_;;;;;;0.0-6.0-2.7;;NA;2;;img2/Mfaces/3.jpg;NA;66239;NA;42;image-keyboard-response;;NA;french
44;28;condition1;S_M;S;H;;;;0.0-6.0-3.7;s;386;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
45;28;condition1;_;;;;;;0.0-6.0-0.8;;NA;0;;img2/french/5.jpg;NA;66865;NA;44;image-keyboard-response;;NA;french
46;28;condition1;_;;;;;;0.0-6.0-1.8;;NA;1;;+;NA;67174;NA;45;html-keyboard-response;;NA;french
47;28;condition1;_;;;;;;0.0-6.0-2.8;;NA;2;;img2/Mfrench/5.jpg;NA;67415;NA;46;image-keyboard-response;;NA;french
48;28;condition1;S_M;S;R;;;;0.0-6.0-3.8;s;693;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
49;28;condition1;_;;;;;;0.0-6.0-0.9;;NA;0;;img2/false/5.jpg;NA;68357;NA;48;image-keyboard-response;;NA;french
50;28;condition1;_;;;;;;0.0-6.0-1.9;;NA;1;;+;NA;68670;NA;49;html-keyboard-response;;NA;french
51;28;condition1;_;;;;;;0.0-6.0-2.9;;NA;2;;img2/false/5.jpg;NA;68878;NA;50;image-keyboard-response;;NA;french
52;28;condition1;S_T;S;M;;;;0.0-6.0-3.9;s;508;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
53;28;condition1;_;;;;;;0.0-6.0-0.10;;NA;0;;img2/faces/9.jpg;NA;69614;NA;52;image-keyboard-response;;NA;french
54;28;condition1;_;;;;;;0.0-6.0-1.10;;NA;1;;+;NA;69915;NA;53;html-keyboard-response;;NA;french
55;28;condition1;_;;;;;;0.0-6.0-2.10;;NA;2;;img2/Mfaces/9.jpg;NA;70134;NA;54;image-keyboard-response;;NA;french
56;28;condition1;S_M;S;H;;;;0.0-6.0-3.10;s;441;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
57;28;condition1;_;;;;;;0.0-6.0-0.11;;NA;0;;img2/Mfalse/12.jpg;NA;70817;NA;56;image-keyboard-response;;NA;french
58;28;condition1;_;;;;;;0.0-6.0-1.11;;NA;1;;+;NA;71127;NA;57;html-keyboard-response;;NA;french
59;28;condition1;_;;;;;;0.0-6.0-2.11;;NA;2;;img2/Mfalse/3.jpg;NA;71375;NA;58;image-keyboard-response;;NA;french
60;28;condition1;D_M;D;M;;;;0.0-6.0-3.11;d;401;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
61;28;condition1;_;;;;;;0.0-6.0-0.12;;NA;0;;img2/faces/6.jpg;NA;71999;NA;60;image-keyboard-response;;NA;french
62;28;condition1;_;;;;;;0.0-6.0-1.12;;NA;1;;+;NA;72304;NA;61;html-keyboard-response;;NA;french
63;28;condition1;_;;;;;;0.0-6.0-2.12;;NA;2;;img2/Mfaces/6.jpg;NA;72526;NA;62;image-keyboard-response;;NA;french
64;28;condition1;S_M;S;H;;;;0.0-6.0-3.12;s;514;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
65;28;condition1;_;;;;;;0.0-6.0-0.13;;NA;0;;img2/french/6.jpg;NA;73289;NA;64;image-keyboard-response;;NA;french
66;28;condition1;_;;;;;;0.0-6.0-1.13;;NA;1;;+;NA;73601;NA;65;html-keyboard-response;;NA;french
67;28;condition1;_;;;;;;0.0-6.0-2.13;;NA;2;;img2/french/12.jpg;NA;73842;NA;66;image-keyboard-response;;NA;french
68;28;condition1;D_T;D;R;;;;0.0-6.0-3.13;d;555;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
69;28;condition1;_;;;;;;0.0-6.0-0.14;;NA;0;;img2/jap/1.jpg;NA;74644;NA;68;image-keyboard-response;;NA;french
70;28;condition1;_;;;;;;0.0-6.0-1.14;;NA;1;;+;NA;74955;NA;69;html-keyboard-response;;NA;french
71;28;condition1;_;;;;;;0.0-6.0-2.14;;NA;2;;img2/Mjap/1.jpg;NA;75198;NA;70;image-keyboard-response;;NA;french
72;28;condition1;S_M;S;J;;;;0.0-6.0-3.14;s;754;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
73;28;condition1;_;;;;;;0.0-6.0-0.15;;NA;0;;img2/Mtools/1.jpg;NA;76178;NA;72;image-keyboard-response;;NA;french
74;28;condition1;_;;;;;;0.0-6.0-1.15;;NA;1;;+;NA;76487;NA;73;html-keyboard-response;;NA;french
75;28;condition1;_;;;;;;0.0-6.0-2.15;;NA;2;;img2/Mtools/10.jpg;NA;76698;NA;74;image-keyboard-response;;NA;french
76;28;condition1;D_M;D;O;;;;0.0-6.0-3.15;d;555;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
77;28;condition1;_;;;;;;0.0-6.0-0.16;;NA;0;;img2/Mjap/14.jpg;NA;77491;NA;76;image-keyboard-response;;NA;french
78;28;condition1;_;;;;;;0.0-6.0-1.16;;NA;1;;+;NA;77803;NA;77;html-keyboard-response;;NA;french
79;28;condition1;_;;;;;;0.0-6.0-2.16;;NA;2;;img2/Mjap/7.jpg;NA;78053;NA;78;image-keyboard-response;;NA;french
80;28;condition1;D_M;D;J;;;;0.0-6.0-3.16;s;387;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
81;28;condition1;_;;;;;;0.0-6.0-0.17;;NA;0;;img2/jap/2.jpg;NA;78645;NA;80;image-keyboard-response;;NA;french
82;28;condition1;_;;;;;;0.0-6.0-1.17;;NA;1;;+;NA;78961;NA;81;html-keyboard-response;;NA;french
83;28;condition1;_;;;;;;0.0-6.0-2.17;;NA;2;;img2/Mjap/2.jpg;NA;79177;NA;82;image-keyboard-response;;NA;french
84;28;condition1;S_M;S;J;;;;0.0-6.0-3.17;s;510;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
85;28;condition1;_;;;;;;0.0-6.0-0.18;;NA;0;;img2/french/4.jpg;NA;79920;NA;84;image-keyboard-response;;NA;french
86;28;condition1;_;;;;;;0.0-6.0-1.18;;NA;1;;+;NA;80233;NA;85;html-keyboard-response;;NA;french
87;28;condition1;_;;;;;;0.0-6.0-2.18;;NA;2;;img2/french/4.jpg;NA;80436;NA;86;image-keyboard-response;;NA;french
88;28;condition1;S_T;S;R;;;;0.0-6.0-3.18;s;529;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
89;28;condition1;_;;;;;;0.0-6.0-0.19;;NA;0;;img2/Mtools/14.jpg;NA;81169;NA;88;image-keyboard-response;;NA;french
90;28;condition1;_;;;;;;0.0-6.0-1.19;;NA;1;;+;NA;81478;NA;89;html-keyboard-response;;NA;french
91;28;condition1;_;;;;;;0.0-6.0-2.19;;NA;2;;img2/Mtools/7.jpg;NA;81696;NA;90;image-keyboard-response;;NA;french
92;28;condition1;D_M;D;O;;;;0.0-6.0-3.19;d;444;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
93;28;condition1;_;;;;;;0.0-6.0-0.20;;NA;0;;img2/faces/2.jpg;NA;82355;NA;92;image-keyboard-response;;NA;french
94;28;condition1;_;;;;;;0.0-6.0-1.20;;NA;1;;+;NA;82666;NA;93;html-keyboard-response;;NA;french
95;28;condition1;_;;;;;;0.0-6.0-2.20;;NA;2;;img2/Mfaces/2.jpg;NA;82884;NA;94;image-keyboard-response;;NA;french
96;28;condition1;S_M;S;H;;;;0.0-6.0-3.20;s;363;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
97;28;condition1;_;;;;;;0.0-6.0-0.21;;NA;0;;img2/faces/8.jpg;NA;83467;NA;96;image-keyboard-response;;NA;french
98;28;condition1;_;;;;;;0.0-6.0-1.21;;NA;1;;+;NA;83782;NA;97;html-keyboard-response;;NA;french
99;28;condition1;_;;;;;;0.0-6.0-2.21;;NA;2;;img2/faces/8.jpg;NA;83997;NA;98;image-keyboard-response;;NA;french
100;28;condition1;S_T;S;H;;;;0.0-6.0-3.21;s;352;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
101;28;condition1;_;;;;;;0.0-6.0-0.22;;NA;0;;img2/french/5.jpg;NA;84556;NA;100;image-keyboard-response;;NA;french
102;28;condition1;_;;;;;;0.0-6.0-1.22;;NA;1;;+;NA;84864;NA;101;html-keyboard-response;;NA;french
103;28;condition1;_;;;;;;0.0-6.0-2.22;;NA;2;;img2/french/6.jpg;NA;85073;NA;102;image-keyboard-response;;NA;french
104;28;condition1;D_T;D;R;;;;0.0-6.0-3.22;d;511;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
105;28;condition1;_;;;;;;0.0-6.0-0.23;;NA;0;;img2/faces/5.jpg;NA;85797;NA;104;image-keyboard-response;;NA;french
106;28;condition1;_;;;;;;0.0-6.0-1.23;;NA;1;;+;NA;86104;NA;105;html-keyboard-response;;NA;french
107;28;condition1;_;;;;;;0.0-6.0-2.23;;NA;2;;img2/Mfaces/5.jpg;NA;86347;NA;106;image-keyboard-response;;NA;french
108;28;condition1;S_M;S;H;;;;0.0-6.0-3.23;s;429;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
109;28;condition1;_;;;;;;0.0-6.0-0.24;;NA;0;;img2/faces/10.jpg;NA;86989;NA;108;image-keyboard-response;;NA;french
110;28;condition1;_;;;;;;0.0-6.0-1.24;;NA;1;;+;NA;87304;NA;109;html-keyboard-response;;NA;french
111;28;condition1;_;;;;;;0.0-6.0-2.24;;NA;2;;img2/Mfaces/10.jpg;NA;87515;NA;110;image-keyboard-response;;NA;french
112;28;condition1;S_M;S;H;;;;0.0-6.0-3.24;s;405;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
113;28;condition1;_;;;;;;0.0-6.0-0.25;;NA;0;;img2/jap/11.jpg;NA;88163;NA;112;image-keyboard-response;;NA;french
114;28;condition1;_;;;;;;0.0-6.0-1.25;;NA;1;;+;NA;88465;NA;113;html-keyboard-response;;NA;french
115;28;condition1;_;;;;;;0.0-6.0-2.25;;NA;2;;img2/jap/13.jpg;NA;88668;NA;114;image-keyboard-response;;NA;french
116;28;condition1;D_T;D;J;;;;0.0-6.0-3.25;d;469;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
117;28;condition1;_;;;;;;0.0-6.0-0.26;;NA;0;;img2/tools/13.jpg;NA;89355;NA;116;image-keyboard-response;;NA;french
118;28;condition1;_;;;;;;0.0-6.0-1.26;;NA;1;;+;NA;89665;NA;117;html-keyboard-response;;NA;french
119;28;condition1;_;;;;;;0.0-6.0-2.26;;NA;2;;img2/tools/13.jpg;NA;89874;NA;118;image-keyboard-response;;NA;french
120;28;condition1;S_T;S;O;;;;0.0-6.0-3.26;s;381;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
121;28;condition1;_;;;;;;0.0-6.0-0.27;;NA;0;;img2/french/3.jpg;NA;90491;NA;120;image-keyboard-response;;NA;french
122;28;condition1;_;;;;;;0.0-6.0-1.27;;NA;1;;+;NA;90799;NA;121;html-keyboard-response;;NA;french
123;28;condition1;_;;;;;;0.0-6.0-2.27;;NA;2;;img2/french/2.jpg;NA;91044;NA;122;image-keyboard-response;;NA;french
124;28;condition1;D_T;D;R;;;;0.0-6.0-3.27;d;506;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
125;28;condition1;_;;;;;;0.0-6.0-0.28;;NA;0;;img2/false/14.jpg;NA;91787;NA;124;image-keyboard-response;;NA;french
126;28;condition1;_;;;;;;0.0-6.0-1.28;;NA;1;;+;NA;92099;NA;125;html-keyboard-response;;NA;french
127;28;condition1;_;;;;;;0.0-6.0-2.28;;NA;2;;img2/false/14.jpg;NA;92316;NA;126;image-keyboard-response;;NA;french
128;28;condition1;S_T;S;M;;;;0.0-6.0-3.28;s;673;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
129;28;condition1;_;;;;;;0.0-6.0-0.29;;NA;0;;img2/tools/7.jpg;NA;93203;NA;128;image-keyboard-response;;NA;french
130;28;condition1;_;;;;;;0.0-6.0-1.29;;NA;1;;+;NA;93509;NA;129;html-keyboard-response;;NA;french
131;28;condition1;_;;;;;;0.0-6.0-2.29;;NA;2;;img2/tools/6.jpg;NA;93712;NA;130;image-keyboard-response;;NA;french
132;28;condition1;D_T;D;O;;;;0.0-6.0-3.29;d;394;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
133;28;condition1;_;;;;;;0.0-6.0-0.30;;NA;0;;img2/tools/2.jpg;NA;94313;NA;132;image-keyboard-response;;NA;french
134;28;condition1;_;;;;;;0.0-6.0-1.30;;NA;1;;+;NA;94614;NA;133;html-keyboard-response;;NA;french
135;28;condition1;_;;;;;;0.0-6.0-2.30;;NA;2;;img2/tools/8.jpg;NA;94817;NA;134;image-keyboard-response;;NA;french
136;28;condition1;D_T;D;O;;;;0.0-6.0-3.30;d;472;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
137;28;condition1;_;;;;;;0.0-6.0-0.31;;NA;0;;img2/french/8.jpg;NA;95535;NA;136;image-keyboard-response;;NA;french
138;28;condition1;_;;;;;;0.0-6.0-1.31;;NA;1;;+;NA;95843;NA;137;html-keyboard-response;;NA;french
139;28;condition1;_;;;;;;0.0-6.0-2.31;;NA;2;;img2/french/12.jpg;NA;96056;NA;138;image-keyboard-response;;NA;french
140;28;condition1;D_T;D;R;;;;0.0-6.0-3.31;d;595;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
141;28;condition1;_;;;;;;0.0-6.0-0.32;;NA;0;;img2/jap/5.jpg;NA;96901;NA;140;image-keyboard-response;;NA;french
142;28;condition1;_;;;;;;0.0-6.0-1.32;;NA;1;;+;NA;97204;NA;141;html-keyboard-response;;NA;french
143;28;condition1;_;;;;;;0.0-6.0-2.32;;NA;2;;img2/jap/6.jpg;NA;97452;NA;142;image-keyboard-response;;NA;french
144;28;condition1;D_T;D;J;;;;0.0-6.0-3.32;d;467;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
145;28;condition1;_;;;;;;0.0-6.0-0.33;;NA;0;;img2/tools/14.jpg;NA;98134;NA;144;image-keyboard-response;;NA;french
146;28;condition1;_;;;;;;0.0-6.0-1.33;;NA;1;;+;NA;98435;NA;145;html-keyboard-response;;NA;french
147;28;condition1;_;;;;;;0.0-6.0-2.33;;NA;2;;img2/Mtools/14.jpg;NA;98651;NA;146;image-keyboard-response;;NA;french
148;28;condition1;S_M;S;O;;;;0.0-6.0-3.33;s;350;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
149;28;condition1;_;;;;;;0.0-6.0-0.34;;NA;0;;img2/Mjap/1.jpg;NA;99202;NA;148;image-keyboard-response;;NA;french
150;28;condition1;_;;;;;;0.0-6.0-1.34;;NA;1;;+;NA;99513;NA;149;html-keyboard-response;;NA;french
151;28;condition1;_;;;;;;0.0-6.0-2.34;;NA;2;;img2/Mjap/10.jpg;NA;99753;NA;150;image-keyboard-response;;NA;french
152;28;condition1;D_M;D;J;;;;0.0-6.0-3.34;d;410;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
153;28;condition1;_;;;;;;0.0-6.0-0.35;;NA;0;;img2/jap/9.jpg;NA;100411;NA;152;image-keyboard-response;;NA;french
154;28;condition1;_;;;;;;0.0-6.0-1.35;;NA;1;;+;NA;100719;NA;153;html-keyboard-response;;NA;french
155;28;condition1;_;;;;;;0.0-6.0-2.35;;NA;2;;img2/jap/13.jpg;NA;100924;NA;154;image-keyboard-response;;NA;french
156;28;condition1;D_T;D;J;;;;0.0-6.0-3.35;d;652;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
157;28;condition1;_;;;;;;0.0-6.0-0.36;;NA;0;;img2/Mfalse/9.jpg;NA;101814;NA;156;image-keyboard-response;;NA;french
158;28;condition1;_;;;;;;0.0-6.0-1.36;;NA;1;;+;NA;102124;NA;157;html-keyboard-response;;NA;french
159;28;condition1;_;;;;;;0.0-6.0-2.36;;NA;2;;img2/Mfalse/13.jpg;NA;102370;NA;158;image-keyboard-response;;NA;french
160;28;condition1;D_M;D;M;;;;0.0-6.0-3.36;d;468;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
161;28;condition1;_;;;;;;0.0-6.0-0.37;;NA;0;;img2/jap/14.jpg;NA;103089;NA;160;image-keyboard-response;;NA;french
162;28;condition1;_;;;;;;0.0-6.0-1.37;;NA;1;;+;NA;103395;NA;161;html-keyboard-response;;NA;french
163;28;condition1;_;;;;;;0.0-6.0-2.37;;NA;2;;img2/jap/14.jpg;NA;103596;NA;162;image-keyboard-response;;NA;french
164;28;condition1;S_T;S;J;;;;0.0-6.0-3.37;s;351;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
165;28;condition1;_;;;;;;0.0-6.0-0.38;;NA;0;;img2/false/5.jpg;NA;104159;NA;164;image-keyboard-response;;NA;french
166;28;condition1;_;;;;;;0.0-6.0-1.38;;NA;1;;+;NA;104460;NA;165;html-keyboard-response;;NA;french
167;28;condition1;_;;;;;;0.0-6.0-2.38;;NA;2;;img2/false/6.jpg;NA;104670;NA;166;image-keyboard-response;;NA;french
168;28;condition1;D_T;D;M;;;;0.0-6.0-3.38;d;700;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
169;28;condition1;_;;;;;;0.0-6.0-0.39;;NA;0;;img2/Mjap/5.jpg;NA;105623;NA;168;image-keyboard-response;;NA;french
170;28;condition1;_;;;;;;0.0-6.0-1.39;;NA;1;;+;NA;105924;NA;169;html-keyboard-response;;NA;french
171;28;condition1;_;;;;;;0.0-6.0-2.39;;NA;2;;img2/Mjap/6.jpg;NA;106181;NA;170;image-keyboard-response;;NA;french
172;28;condition1;D_M;D;J;;;;0.0-6.0-3.39;d;416;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
173;28;condition1;_;;;;;;0.0-6.0-0.40;;NA;0;;img2/faces/7.jpg;NA;106830;NA;172;image-keyboard-response;;NA;french
174;28;condition1;_;;;;;;0.0-6.0-1.40;;NA;1;;+;NA;107131;NA;173;html-keyboard-response;;NA;french
175;28;condition1;_;;;;;;0.0-6.0-2.40;;NA;2;;img2/faces/7.jpg;NA;107339;NA;174;image-keyboard-response;;NA;french
176;28;condition1;S_T;S;H;;;;0.0-6.0-3.40;s;393;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
177;28;condition1;_;;;;;;0.0-6.0-0.41;;NA;0;;img2/false/9.jpg;NA;107972;NA;176;image-keyboard-response;;NA;french
178;28;condition1;_;;;;;;0.0-6.0-1.41;;NA;1;;+;NA;108281;NA;177;html-keyboard-response;;NA;french
179;28;condition1;_;;;;;;0.0-6.0-2.41;;NA;2;;img2/false/13.jpg;NA;108523;NA;178;image-keyboard-response;;NA;french
180;28;condition1;D_T;D;M;;;;0.0-6.0-3.41;d;390;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
181;28;condition1;_;;;;;;0.0-6.0-0.42;;NA;0;;img2/Mjap/4.jpg;NA;109172;NA;180;image-keyboard-response;;NA;french
182;28;condition1;_;;;;;;0.0-6.0-1.42;;NA;1;;+;NA;109485;NA;181;html-keyboard-response;;NA;french
183;28;condition1;_;;;;;;0.0-6.0-2.42;;NA;2;;img2/Mjap/8.jpg;NA;109698;NA;182;image-keyboard-response;;NA;french
184;28;condition1;D_M;D;J;;;;0.0-6.0-3.42;d;438;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
185;28;condition1;_;;;;;;0.0-6.0-0.43;;NA;0;;img2/Mfaces/6.jpg;NA;110345;NA;184;image-keyboard-response;;NA;french
186;28;condition1;_;;;;;;0.0-6.0-1.43;;NA;1;;+;NA;110657;NA;185;html-keyboard-response;;NA;french
187;28;condition1;_;;;;;;0.0-6.0-2.43;;NA;2;;img2/Mfaces/12.jpg;NA;110878;NA;186;image-keyboard-response;;NA;french
188;28;condition1;D_M;D;H;;;;0.0-6.0-3.43;d;487;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
189;28;condition1;_;;;;;;0.0-6.0-0.44;;NA;0;;img2/faces/1.jpg;NA;111578;NA;188;image-keyboard-response;;NA;french
190;28;condition1;_;;;;;;0.0-6.0-1.44;;NA;1;;+;NA;111887;NA;189;html-keyboard-response;;NA;french
191;28;condition1;_;;;;;;0.0-6.0-2.44;;NA;2;;img2/faces/10.jpg;NA;112095;NA;190;image-keyboard-response;;NA;french
192;28;condition1;D_T;D;H;;;;0.0-6.0-3.44;d;378;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
193;28;condition1;_;;;;;;0.0-6.0-0.45;;NA;0;;img2/faces/2.jpg;NA;112682;NA;192;image-keyboard-response;;NA;french
194;28;condition1;_;;;;;;0.0-6.0-1.45;;NA;1;;+;NA;112987;NA;193;html-keyboard-response;;NA;french
195;28;condition1;_;;;;;;0.0-6.0-2.45;;NA;2;;img2/faces/2.jpg;NA;113198;NA;194;image-keyboard-response;;NA;french
196;28;condition1;S_T;S;H;;;;0.0-6.0-3.45;s;297;3;T;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
197;28;condition1;_;;;;;;0.0-6.0-0.46;;NA;0;;img2/Mfalse/6.jpg;NA;113737;NA;196;image-keyboard-response;;NA;french
198;28;condition1;_;;;;;;0.0-6.0-1.46;;NA;1;;+;NA;114046;NA;197;html-keyboard-response;;NA;french
199;28;condition1;_;;;;;;0.0-6.0-2.46;;NA;2;;img2/Mfalse/12.jpg;NA;114259;NA;198;image-keyboard-response;;NA;french
200;28;condition1;D_M;D;M;;;;0.0-6.0-3.46;d;348;3;M;Press S if the two images were the same;NA;NA;NA;NA;;;NA;french
201;28;condition1;_;;;;;;0.0-6.0-0.47;;NA;0;;img2/false/14.jpg;NA;114808;NA;200;image-keyboard-response;;NA;french
