"";"workerid";"proliferate.condition";"X0";"X1";"failed_audio";"failed_images";"failed_video";"internal_node_id";"response";"rt";"sequence_id";"same_mirror_normal";"stimulus";"success";"time_elapsed";"timeout";"trial_index";"trial_type";"view_history";"error"
"1065";12;"condition1";"";"";"";"";"";"0.0-6.0-0.263";"";"";"0";"";"img2/jap/1.jpg";"";359385;"";1064;"image-keyboard-response";"";""
"1066";12;"condition1";"";"";"";"";"";"0.0-6.0-1.263";"";"";"1";"";"+";"";359696;"";1065;"html-keyboard-response";"";""
"1067";12;"condition1";"";"";"";"";"";"0.0-6.0-2.263";"";"";"2";"";"img2/Mjap/1.jpg";"";359901;"";1066;"image-keyboard-response";"";""
"1068";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.263";"s";"450";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";360351;"";1067;"html-keyboard-response";"";""
"1069";12;"condition1";"";"";"";"";"";"0.0-6.0-0.264";"";"";"0";"";"img2/faces/3.jpg";"";360570;"";1068;"image-keyboard-response";"";""
"1070";12;"condition1";"";"";"";"";"";"0.0-6.0-1.264";"";"";"1";"";"+";"";360880;"";1069;"html-keyboard-response";"";""
"1071";12;"condition1";"";"";"";"";"";"0.0-6.0-2.264";"";"";"2";"";"img2/faces/3.jpg";"";361097;"";1070;"image-keyboard-response";"";""
"1072";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.264";"s";"502";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";361599;"";1071;"html-keyboard-response";"";""
"1073";12;"condition1";"";"";"";"";"";"0.0-6.0-0.265";"";"";"0";"";"img2/faces/9.jpg";"";361803;"";1072;"image-keyboard-response";"";""
"1074";12;"condition1";"";"";"";"";"";"0.0-6.0-1.265";"";"";"1";"";"+";"";362113;"";1073;"html-keyboard-response";"";""
"1075";12;"condition1";"";"";"";"";"";"0.0-6.0-2.265";"";"";"2";"";"img2/Mfaces/9.jpg";"";362329;"";1074;"image-keyboard-response";"";""
"1076";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.265";"s";"759";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";363088;"";1075;"html-keyboard-response";"";""
"1077";12;"condition1";"";"";"";"";"";"0.0-6.0-0.266";"";"";"0";"";"img2/false/3.jpg";"";363296;"";1076;"image-keyboard-response";"";""
"1078";12;"condition1";"";"";"";"";"";"0.0-6.0-1.266";"";"";"1";"";"+";"";363607;"";1077;"html-keyboard-response";"";""
"1079";12;"condition1";"";"";"";"";"";"0.0-6.0-2.266";"";"";"2";"";"img2/false/4.jpg";"";363825;"";1078;"image-keyboard-response";"";""
"1080";12;"condition1";"D";"M";"";"";"";"0.0-6.0-3.266";"d";"678";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";364503;"";1079;"html-keyboard-response";"";""
"1081";12;"condition1";"";"";"";"";"";"0.0-6.0-0.267";"";"";"0";"";"img2/faces/3.jpg";"";364714;"";1080;"image-keyboard-response";"";""
"1082";12;"condition1";"";"";"";"";"";"0.0-6.0-1.267";"";"";"1";"";"+";"";365029;"";1081;"html-keyboard-response";"";""
"1083";12;"condition1";"";"";"";"";"";"0.0-6.0-2.267";"";"";"2";"";"img2/Mfaces/3.jpg";"";365245;"";1082;"image-keyboard-response";"";""
"1084";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.267";"s";"434";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";365679;"";1083;"html-keyboard-response";"";""
"1085";12;"condition1";"";"";"";"";"";"0.0-6.0-0.268";"";"";"0";"";"img2/french/11.jpg";"";365887;"";1084;"image-keyboard-response";"";""
"1086";12;"condition1";"";"";"";"";"";"0.0-6.0-1.268";"";"";"1";"";"+";"";366195;"";1085;"html-keyboard-response";"";""
"1087";12;"condition1";"";"";"";"";"";"0.0-6.0-2.268";"";"";"2";"";"img2/french/11.jpg";"";366413;"";1086;"image-keyboard-response";"";""
"1088";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.268";"s";"314";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";366727;"";1087;"html-keyboard-response";"";""
"1089";12;"condition1";"";"";"";"";"";"0.0-6.0-0.269";"";"";"0";"";"img2/jap/9.jpg";"";366941;"";1088;"image-keyboard-response";"";""
"1090";12;"condition1";"";"";"";"";"";"0.0-6.0-1.269";"";"";"1";"";"+";"";367253;"";1089;"html-keyboard-response";"";""
"1091";12;"condition1";"";"";"";"";"";"0.0-6.0-2.269";"";"";"2";"";"img2/jap/4.jpg";"";367473;"";1090;"image-keyboard-response";"";""
"1092";12;"condition1";"D";"J";"";"";"";"0.0-6.0-3.269";"d";"502";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";367975;"";1091;"html-keyboard-response";"";""
"1093";12;"condition1";"";"";"";"";"";"0.0-6.0-0.270";"";"";"0";"";"img2/faces/14.jpg";"";368189;"";1092;"image-keyboard-response";"";""
"1094";12;"condition1";"";"";"";"";"";"0.0-6.0-1.270";"";"";"1";"";"+";"";368499;"";1093;"html-keyboard-response";"";""
"1095";12;"condition1";"";"";"";"";"";"0.0-6.0-2.270";"";"";"2";"";"img2/Mfaces/14.jpg";"";368719;"";1094;"image-keyboard-response";"";""
"1096";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.270";"s";"688";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";369407;"";1095;"html-keyboard-response";"";""
"1097";12;"condition1";"";"";"";"";"";"0.0-6.0-0.271";"";"";"0";"";"img2/faces/10.jpg";"";369627;"";1096;"image-keyboard-response";"";""
"1098";12;"condition1";"";"";"";"";"";"0.0-6.0-1.271";"";"";"1";"";"+";"";369938;"";1097;"html-keyboard-response";"";""
"1099";12;"condition1";"";"";"";"";"";"0.0-6.0-2.271";"";"";"2";"";"img2/Mfaces/10.jpg";"";370155;"";1098;"image-keyboard-response";"";""
"1100";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.271";"s";"596";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";370751;"";1099;"html-keyboard-response";"";""
"1101";12;"condition1";"";"";"";"";"";"0.0-6.0-0.272";"";"";"0";"";"img2/false/5.jpg";"";370963;"";1100;"image-keyboard-response";"";""
"1102";12;"condition1";"";"";"";"";"";"0.0-6.0-1.272";"";"";"1";"";"+";"";371276;"";1101;"html-keyboard-response";"";""
"1103";12;"condition1";"";"";"";"";"";"0.0-6.0-2.272";"";"";"2";"";"img2/false/6.jpg";"";371496;"";1102;"image-keyboard-response";"";""
"1104";12;"condition1";"D";"M";"";"";"";"0.0-6.0-3.272";"s";"439";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";371935;"";1103;"html-keyboard-response";"";""
"1105";12;"condition1";"";"";"";"";"";"0.0-6.0-0.273";"";"";"0";"";"img2/jap/10.jpg";"";372153;"";1104;"image-keyboard-response";"";""
"1106";12;"condition1";"";"";"";"";"";"0.0-6.0-1.273";"";"";"1";"";"+";"";372465;"";1105;"html-keyboard-response";"";""
"1107";12;"condition1";"";"";"";"";"";"0.0-6.0-2.273";"";"";"2";"";"img2/jap/10.jpg";"";372668;"";1106;"image-keyboard-response";"";""
"1108";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.273";"s";"307";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";372975;"";1107;"html-keyboard-response";"";""
"1109";12;"condition1";"";"";"";"";"";"0.0-6.0-0.274";"";"";"0";"";"img2/french/1.jpg";"";373182;"";1108;"image-keyboard-response";"";""
"1110";12;"condition1";"";"";"";"";"";"0.0-6.0-1.274";"";"";"1";"";"+";"";373495;"";1109;"html-keyboard-response";"";""
"1111";12;"condition1";"";"";"";"";"";"0.0-6.0-2.274";"";"";"2";"";"img2/french/4.jpg";"";373713;"";1110;"image-keyboard-response";"";""
"1112";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.274";"d";"383";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";374096;"";1111;"html-keyboard-response";"";""
"1113";12;"condition1";"";"";"";"";"";"0.0-6.0-0.275";"";"";"0";"";"img2/jap/7.jpg";"";374322;"";1112;"image-keyboard-response";"";""
"1114";12;"condition1";"";"";"";"";"";"0.0-6.0-1.275";"";"";"1";"";"+";"";374635;"";1113;"html-keyboard-response";"";""
"1115";12;"condition1";"";"";"";"";"";"0.0-6.0-2.275";"";"";"2";"";"img2/jap/7.jpg";"";374853;"";1114;"image-keyboard-response";"";""
"1116";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.275";"s";"218";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";375071;"";1115;"html-keyboard-response";"";""
"1117";12;"condition1";"";"";"";"";"";"0.0-6.0-0.276";"";"";"0";"";"img2/tools/1.jpg";"";375287;"";1116;"image-keyboard-response";"";""
"1118";12;"condition1";"";"";"";"";"";"0.0-6.0-1.276";"";"";"1";"";"+";"";375599;"";1117;"html-keyboard-response";"";""
"1119";12;"condition1";"";"";"";"";"";"0.0-6.0-2.276";"";"";"2";"";"img2/Mtools/1.jpg";"";375816;"";1118;"image-keyboard-response";"";""
"1120";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.276";"s";"359";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";376175;"";1119;"html-keyboard-response";"";""
"1121";12;"condition1";"";"";"";"";"";"0.0-6.0-0.277";"";"";"0";"";"img2/Mfalse/7.jpg";"";376392;"";1120;"image-keyboard-response";"";""
"1122";12;"condition1";"";"";"";"";"";"0.0-6.0-1.277";"";"";"1";"";"+";"";376705;"";1121;"html-keyboard-response";"";""
"1123";12;"condition1";"";"";"";"";"";"0.0-6.0-2.277";"";"";"2";"";"img2/Mfalse/10.jpg";"";376922;"";1122;"image-keyboard-response";"";""
"1124";12;"condition1";"D";"M";"";"";"";"0.0-6.0-3.277";"d";"405";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";377327;"";1123;"html-keyboard-response";"";""
"1125";12;"condition1";"";"";"";"";"";"0.0-6.0-0.278";"";"";"0";"";"img2/Mfalse/8.jpg";"";377545;"";1124;"image-keyboard-response";"";""
"1126";12;"condition1";"";"";"";"";"";"0.0-6.0-1.278";"";"";"1";"";"+";"";377856;"";1125;"html-keyboard-response";"";""
"1127";12;"condition1";"";"";"";"";"";"0.0-6.0-2.278";"";"";"2";"";"img2/Mfalse/5.jpg";"";378075;"";1126;"image-keyboard-response";"";""
"1128";12;"condition1";"D";"M";"";"";"";"0.0-6.0-3.278";"s";"412";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";378487;"";1127;"html-keyboard-response";"";""
"1129";12;"condition1";"";"";"";"";"";"0.0-6.0-0.279";"";"";"0";"";"img2/Mjap/13.jpg";"";378698;"";1128;"image-keyboard-response";"";""
"1130";12;"condition1";"";"";"";"";"";"0.0-6.0-1.279";"";"";"1";"";"+";"";379009;"";1129;"html-keyboard-response";"";""
"1131";12;"condition1";"";"";"";"";"";"0.0-6.0-2.279";"";"";"2";"";"img2/Mjap/1.jpg";"";379226;"";1130;"image-keyboard-response";"";""
"1132";12;"condition1";"D";"J";"";"";"";"0.0-6.0-3.279";"d";"460";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";379687;"";1131;"html-keyboard-response";"";""
"1133";12;"condition1";"";"";"";"";"";"0.0-7.0";"";"4381";"7";"";"";"";384069;"";1132;"instructions";"[{'page_index': 0, 'viewing_time': 2282}, {'page_index': 1, 'viewing_time': 912}, {'page_index': 2, 'viewing_time': 1188}]";""
"1134";13;"condition1";"";"";"[]";"[]";"[]";"0.0-0.0";"";"";"0";"";"";"True";14601;"False";0;"preload";"";""
"1135";13;"condition1";"";"";"";"";"";"0.0-1.0";"";"34155";"1";"";"";"";48756;"";1;"instructions";"[{'page_index': 0, 'viewing_time': 11954}, {'page_index': 1, 'viewing_time': 8671}, {'page_index': 2, 'viewing_time': 11736}, {'page_index': 3, 'viewing_time': 1793}]";""
"1136";13;"condition1";"";"";"";"";"";"0.0-2.0-0.0";"";"";"0";"";"img2/tools/2.jpg";"";48983;"";2;"image-keyboard-response";"";""
"1137";13;"condition1";"";"";"";"";"";"0.0-2.0-1.0";"";"";"1";"";"+";"";49286;"";3;"html-keyboard-response";"";""
"1138";13;"condition1";"";"";"";"";"";"0.0-2.0-2.0";"";"";"2";"";"img2/Mtools/2.jpg";"";49507;"";4;"image-keyboard-response";"";""
"1139";13;"condition1";"";"";"";"";"";"0.0-2.0-3.0";"s";"32360";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";81868;"";5;"html-keyboard-response";"";""
"1140";13;"condition1";"";"";"";"";"";"0.0-3.0";"";"5151";"3";"";"";"";87019;"";6;"instructions";"[{'page_index': 0, 'viewing_time': 5151}]";""
"1141";13;"condition1";"";"";"";"";"";"0.0-4.0-0.0";"";"";"0";"";"img2/jap/2.jpg";"";87242;"";7;"image-keyboard-response";"";""
"1142";13;"condition1";"";"";"";"";"";"0.0-4.0-1.0";"";"";"1";"";"+";"";87548;"";8;"html-keyboard-response";"";""
"1143";13;"condition1";"";"";"";"";"";"0.0-4.0-2.0";"";"";"2";"";"img2/jap/3.jpg";"";87757;"";9;"image-keyboard-response";"";""
"1144";13;"condition1";"";"";"";"";"";"0.0-4.0-3.0";"d";"1654";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";89412;"";10;"html-keyboard-response";"";""
"1145";13;"condition1";"";"";"";"";"";"0.0-5.0";"";"3311";"5";"";"";"";92723;"";11;"instructions";"[{'page_index': 0, 'viewing_time': 3311}]";""
"1146";13;"condition1";"";"";"";"";"";"0.0-6.0-0.0";"";"";"0";"";"img2/french/6.jpg";"";92939;"";12;"image-keyboard-response";"";""
"1147";13;"condition1";"";"";"";"";"";"0.0-6.0-1.0";"";"";"1";"";"+";"";93256;"";13;"html-keyboard-response";"";""
"1148";13;"condition1";"";"";"";"";"";"0.0-6.0-2.0";"";"";"2";"";"img2/Mfrench/6.jpg";"";93475;"";14;"image-keyboard-response";"";""
"1149";13;"condition1";"S";"R";"";"";"";"0.0-6.0-3.0";"d";"7239";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";100716;"";15;"html-keyboard-response";"";""
"1150";13;"condition1";"";"";"";"";"";"0.0-6.0-0.1";"";"";"0";"";"img2/tools/12.jpg";"";100929;"";16;"image-keyboard-response";"";""
"1151";13;"condition1";"";"";"";"";"";"0.0-6.0-1.1";"";"";"1";"";"+";"";101243;"";17;"html-keyboard-response";"";""
"1152";13;"condition1";"";"";"";"";"";"0.0-6.0-2.1";"";"";"2";"";"img2/tools/13.jpg";"";101463;"";18;"image-keyboard-response";"";""
"1153";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.1";"d";"859";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";102323;"";19;"html-keyboard-response";"";""
"1154";13;"condition1";"";"";"";"";"";"0.0-6.0-0.2";"";"";"0";"";"img2/Mjap/1.jpg";"";102539;"";20;"image-keyboard-response";"";""
"1155";13;"condition1";"";"";"";"";"";"0.0-6.0-1.2";"";"";"1";"";"+";"";102851;"";21;"html-keyboard-response";"";""
"1156";13;"condition1";"";"";"";"";"";"0.0-6.0-2.2";"";"";"2";"";"img2/Mjap/2.jpg";"";103056;"";22;"image-keyboard-response";"";""
"1157";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.2";"d";"1427";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";104483;"";23;"html-keyboard-response";"";""
"1158";13;"condition1";"";"";"";"";"";"0.0-6.0-0.3";"";"";"0";"";"img2/faces/13.jpg";"";104694;"";24;"image-keyboard-response";"";""
"1159";13;"condition1";"";"";"";"";"";"0.0-6.0-1.3";"";"";"1";"";"+";"";105007;"";25;"html-keyboard-response";"";""
"1160";13;"condition1";"";"";"";"";"";"0.0-6.0-2.3";"";"";"2";"";"img2/faces/7.jpg";"";105227;"";26;"image-keyboard-response";"";""
"1161";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.3";"d";"801";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";106028;"";27;"html-keyboard-response";"";""
"1162";13;"condition1";"";"";"";"";"";"0.0-6.0-0.4";"";"";"0";"";"img2/jap/1.jpg";"";106242;"";28;"image-keyboard-response";"";""
"1163";13;"condition1";"";"";"";"";"";"0.0-6.0-1.4";"";"";"1";"";"+";"";106551;"";29;"html-keyboard-response";"";""
"1164";13;"condition1";"";"";"";"";"";"0.0-6.0-2.4";"";"";"2";"";"img2/jap/1.jpg";"";106757;"";30;"image-keyboard-response";"";""
"1165";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.4";"s";"2358";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";109115;"";31;"html-keyboard-response";"";""
"1166";13;"condition1";"";"";"";"";"";"0.0-6.0-0.5";"";"";"0";"";"img2/french/14.jpg";"";109333;"";32;"image-keyboard-response";"";""
"1167";13;"condition1";"";"";"";"";"";"0.0-6.0-1.5";"";"";"1";"";"+";"";109647;"";33;"html-keyboard-response";"";""
"1168";13;"condition1";"";"";"";"";"";"0.0-6.0-2.5";"";"";"2";"";"img2/Mfrench/14.jpg";"";109864;"";34;"image-keyboard-response";"";""
"1169";13;"condition1";"S";"R";"";"";"";"0.0-6.0-3.5";"d";"2475";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";112339;"";35;"html-keyboard-response";"";""
"1170";13;"condition1";"";"";"";"";"";"0.0-6.0-0.6";"";"";"0";"";"img2/Mtools/5.jpg";"";112551;"";36;"image-keyboard-response";"";""
"1171";13;"condition1";"";"";"";"";"";"0.0-6.0-1.6";"";"";"1";"";"+";"";112861;"";37;"html-keyboard-response";"";""
"1172";13;"condition1";"";"";"";"";"";"0.0-6.0-2.6";"";"";"2";"";"img2/Mtools/13.jpg";"";113082;"";38;"image-keyboard-response";"";""
"1173";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.6";"d";"889";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";113971;"";39;"html-keyboard-response";"";""
"1174";13;"condition1";"";"";"";"";"";"0.0-6.0-0.7";"";"";"0";"";"img2/faces/8.jpg";"";114186;"";40;"image-keyboard-response";"";""
"1175";13;"condition1";"";"";"";"";"";"0.0-6.0-1.7";"";"";"1";"";"+";"";114500;"";41;"html-keyboard-response";"";""
"1176";13;"condition1";"";"";"";"";"";"0.0-6.0-2.7";"";"";"2";"";"img2/faces/2.jpg";"";114721;"";42;"image-keyboard-response";"";""
"1177";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.7";"d";"1386";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";116108;"";43;"html-keyboard-response";"";""
"1178";13;"condition1";"";"";"";"";"";"0.0-6.0-0.8";"";"";"0";"";"img2/Mtools/9.jpg";"";116331;"";44;"image-keyboard-response";"";""
"1179";13;"condition1";"";"";"";"";"";"0.0-6.0-1.8";"";"";"1";"";"+";"";116647;"";45;"html-keyboard-response";"";""
"1180";13;"condition1";"";"";"";"";"";"0.0-6.0-2.8";"";"";"2";"";"img2/Mtools/2.jpg";"";116865;"";46;"image-keyboard-response";"";""
"1181";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.8";"d";"1330";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";118195;"";47;"html-keyboard-response";"";""
"1182";13;"condition1";"";"";"";"";"";"0.0-6.0-0.9";"";"";"0";"";"img2/tools/4.jpg";"";118410;"";48;"image-keyboard-response";"";""
"1183";13;"condition1";"";"";"";"";"";"0.0-6.0-1.9";"";"";"1";"";"+";"";118722;"";49;"html-keyboard-response";"";""
"1184";13;"condition1";"";"";"";"";"";"0.0-6.0-2.9";"";"";"2";"";"img2/tools/4.jpg";"";118938;"";50;"image-keyboard-response";"";""
"1185";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.9";"s";"1800";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";120739;"";51;"html-keyboard-response";"";""
"1186";13;"condition1";"";"";"";"";"";"0.0-6.0-0.10";"";"";"0";"";"img2/french/10.jpg";"";120944;"";52;"image-keyboard-response";"";""
"1187";13;"condition1";"";"";"";"";"";"0.0-6.0-1.10";"";"";"1";"";"+";"";121261;"";53;"html-keyboard-response";"";""
"1188";13;"condition1";"";"";"";"";"";"0.0-6.0-2.10";"";"";"2";"";"img2/french/10.jpg";"";121482;"";54;"image-keyboard-response";"";""
"1189";13;"condition1";"S";"R";"";"";"";"0.0-6.0-3.10";"s";"1129";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";122611;"";55;"html-keyboard-response";"";""
"1190";13;"condition1";"";"";"";"";"";"0.0-6.0-0.11";"";"";"0";"";"img2/faces/11.jpg";"";122833;"";56;"image-keyboard-response";"";""
"1191";13;"condition1";"";"";"";"";"";"0.0-6.0-1.11";"";"";"1";"";"+";"";123148;"";57;"html-keyboard-response";"";""
"1192";13;"condition1";"";"";"";"";"";"0.0-6.0-2.11";"";"";"2";"";"img2/faces/8.jpg";"";123363;"";58;"image-keyboard-response";"";""
"1193";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.11";"d";"1400";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";124763;"";59;"html-keyboard-response";"";""
"1194";13;"condition1";"";"";"";"";"";"0.0-6.0-0.12";"";"";"0";"";"img2/french/4.jpg";"";124975;"";60;"image-keyboard-response";"";""
"1195";13;"condition1";"";"";"";"";"";"0.0-6.0-1.12";"";"";"1";"";"+";"";125289;"";61;"html-keyboard-response";"";""
"1196";13;"condition1";"";"";"";"";"";"0.0-6.0-2.12";"";"";"2";"";"img2/Mfrench/4.jpg";"";125506;"";62;"image-keyboard-response";"";""
"1197";13;"condition1";"S";"R";"";"";"";"0.0-6.0-3.12";"s";"4808";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";130315;"";63;"html-keyboard-response";"";""
"1198";13;"condition1";"";"";"";"";"";"0.0-6.0-0.13";"";"";"0";"";"img2/faces/1.jpg";"";130521;"";64;"image-keyboard-response";"";""
"1199";13;"condition1";"";"";"";"";"";"0.0-6.0-1.13";"";"";"1";"";"+";"";130833;"";65;"html-keyboard-response";"";""
"1200";13;"condition1";"";"";"";"";"";"0.0-6.0-2.13";"";"";"2";"";"img2/faces/1.jpg";"";131038;"";66;"image-keyboard-response";"";""
"1201";13;"condition1";"S";"H";"";"";"";"0.0-6.0-3.13";"s";"4893";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";135931;"";67;"html-keyboard-response";"";""
"1202";13;"condition1";"";"";"";"";"";"0.0-6.0-0.14";"";"";"0";"";"img2/Mfrench/7.jpg";"";136147;"";68;"image-keyboard-response";"";""
"1203";13;"condition1";"";"";"";"";"";"0.0-6.0-1.14";"";"";"1";"";"+";"";136458;"";69;"html-keyboard-response";"";""
"1204";13;"condition1";"";"";"";"";"";"0.0-6.0-2.14";"";"";"2";"";"img2/Mfrench/4.jpg";"";136676;"";70;"image-keyboard-response";"";""
"1205";13;"condition1";"D";"R";"";"";"";"0.0-6.0-3.14";"d";"855";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";137531;"";71;"html-keyboard-response";"";""
"1206";13;"condition1";"";"";"";"";"";"0.0-6.0-0.15";"";"";"0";"";"img2/false/7.jpg";"";137754;"";72;"image-keyboard-response";"";""
"1207";13;"condition1";"";"";"";"";"";"0.0-6.0-1.15";"";"";"1";"";"+";"";138064;"";73;"html-keyboard-response";"";""
"1208";13;"condition1";"";"";"";"";"";"0.0-6.0-2.15";"";"";"2";"";"img2/Mfalse/7.jpg";"";138283;"";74;"image-keyboard-response";"";""
"1209";13;"condition1";"S";"M";"";"";"";"0.0-6.0-3.15";"d";"1607";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";139891;"";75;"html-keyboard-response";"";""
"1210";13;"condition1";"";"";"";"";"";"0.0-6.0-0.16";"";"";"0";"";"img2/false/7.jpg";"";140101;"";76;"image-keyboard-response";"";""
"1211";13;"condition1";"";"";"";"";"";"0.0-6.0-1.16";"";"";"1";"";"+";"";140412;"";77;"html-keyboard-response";"";""
"1212";13;"condition1";"";"";"";"";"";"0.0-6.0-2.16";"";"";"2";"";"img2/false/4.jpg";"";140644;"";78;"image-keyboard-response";"";""
"1213";13;"condition1";"D";"M";"";"";"";"0.0-6.0-3.16";"d";"12263";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";152908;"";79;"html-keyboard-response";"";""
"1214";13;"condition1";"";"";"";"";"";"0.0-6.0-0.17";"";"";"0";"";"img2/tools/6.jpg";"";153126;"";80;"image-keyboard-response";"";""
"1215";13;"condition1";"";"";"";"";"";"0.0-6.0-1.17";"";"";"1";"";"+";"";153435;"";81;"html-keyboard-response";"";""
"1216";13;"condition1";"";"";"";"";"";"0.0-6.0-2.17";"";"";"2";"";"img2/tools/8.jpg";"";153639;"";82;"image-keyboard-response";"";""
"1217";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.17";"d";"700";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";154339;"";83;"html-keyboard-response";"";""
"1218";13;"condition1";"";"";"";"";"";"0.0-6.0-0.18";"";"";"0";"";"img2/jap/6.jpg";"";154555;"";84;"image-keyboard-response";"";""
"1219";13;"condition1";"";"";"";"";"";"0.0-6.0-1.18";"";"";"1";"";"+";"";154865;"";85;"html-keyboard-response";"";""
"1220";13;"condition1";"";"";"";"";"";"0.0-6.0-2.18";"";"";"2";"";"img2/jap/8.jpg";"";155070;"";86;"image-keyboard-response";"";""
"1221";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.18";"d";"1349";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";156419;"";87;"html-keyboard-response";"";""
"1222";13;"condition1";"";"";"";"";"";"0.0-6.0-0.19";"";"";"0";"";"img2/faces/14.jpg";"";156640;"";88;"image-keyboard-response";"";""
"1223";13;"condition1";"";"";"";"";"";"0.0-6.0-1.19";"";"";"1";"";"+";"";156951;"";89;"html-keyboard-response";"";""
"1224";13;"condition1";"";"";"";"";"";"0.0-6.0-2.19";"";"";"2";"";"img2/Mfaces/14.jpg";"";157167;"";90;"image-keyboard-response";"";""
"1225";13;"condition1";"S";"H";"";"";"";"0.0-6.0-3.19";"s";"1780";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";158947;"";91;"html-keyboard-response";"";""
"1226";13;"condition1";"";"";"";"";"";"0.0-6.0-0.20";"";"";"0";"";"img2/tools/1.jpg";"";159156;"";92;"image-keyboard-response";"";""
"1227";13;"condition1";"";"";"";"";"";"0.0-6.0-1.20";"";"";"1";"";"+";"";159472;"";93;"html-keyboard-response";"";""
"1228";13;"condition1";"";"";"";"";"";"0.0-6.0-2.20";"";"";"2";"";"img2/Mtools/1.jpg";"";159690;"";94;"image-keyboard-response";"";""
"1229";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.20";"s";"816";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";160507;"";95;"html-keyboard-response";"";""
"1230";13;"condition1";"";"";"";"";"";"0.0-6.0-0.21";"";"";"0";"";"img2/faces/3.jpg";"";160725;"";96;"image-keyboard-response";"";""
"1231";13;"condition1";"";"";"";"";"";"0.0-6.0-1.21";"";"";"1";"";"+";"";161039;"";97;"html-keyboard-response";"";""
"1232";13;"condition1";"";"";"";"";"";"0.0-6.0-2.21";"";"";"2";"";"img2/faces/3.jpg";"";161258;"";98;"image-keyboard-response";"";""
"1233";13;"condition1";"S";"H";"";"";"";"0.0-6.0-3.21";"s";"522";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";161780;"";99;"html-keyboard-response";"";""
