workerid,proliferate.condition,0,1,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,success,time_elapsed,timeout,trial_index,trial_type,view_history,error
13,condition1,S,R,,,,0.0-6.0-3.5,d,2475,"Press S if the two images were the same, Press D if the two images were different.",,112339,,35,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.6,,,img2/Mtools/5.jpg,,112551,,36,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.6,,,+,,112861,,37,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.6,,,img2/Mtools/13.jpg,,113082,,38,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.6,d,889,"Press S if the two images were the same, Press D if the two images were different.",,113971,,39,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.7,,,img2/faces/8.jpg,,114186,,40,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.7,,,+,,114500,,41,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.7,,,img2/faces/2.jpg,,114721,,42,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.7,d,1386,"Press S if the two images were the same, Press D if the two images were different.",,116108,,43,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.8,,,img2/Mtools/9.jpg,,116331,,44,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.8,,,+,,116647,,45,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.8,,,img2/Mtools/2.jpg,,116865,,46,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.8,d,1330,"Press S if the two images were the same, Press D if the two images were different.",,118195,,47,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.9,,,img2/tools/4.jpg,,118410,,48,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.9,,,+,,118722,,49,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.9,,,img2/tools/4.jpg,,118938,,50,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.9,s,1800,"Press S if the two images were the same, Press D if the two images were different.",,120739,,51,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.10,,,img2/french/10.jpg,,120944,,52,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.10,,,+,,121261,,53,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.10,,,img2/french/10.jpg,,121482,,54,image-keyboard-response,,
13,condition1,S,R,,,,0.0-6.0-3.10,s,1129,"Press S if the two images were the same, Press D if the two images were different.",,122611,,55,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.11,,,img2/faces/11.jpg,,122833,,56,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.11,,,+,,123148,,57,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.11,,,img2/faces/8.jpg,,123363,,58,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.11,d,1400,"Press S if the two images were the same, Press D if the two images were different.",,124763,,59,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.12,,,img2/french/4.jpg,,124975,,60,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.12,,,+,,125289,,61,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.12,,,img2/Mfrench/4.jpg,,125506,,62,image-keyboard-response,,
13,condition1,S,R,,,,0.0-6.0-3.12,s,4808,"Press S if the two images were the same, Press D if the two images were different.",,130315,,63,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.13,,,img2/faces/1.jpg,,130521,,64,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.13,,,+,,130833,,65,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.13,,,img2/faces/1.jpg,,131038,,66,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.13,s,4893,"Press S if the two images were the same, Press D if the two images were different.",,135931,,67,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.14,,,img2/Mfrench/7.jpg,,136147,,68,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.14,,,+,,136458,,69,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.14,,,img2/Mfrench/4.jpg,,136676,,70,image-keyboard-response,,
13,condition1,D,R,,,,0.0-6.0-3.14,d,855,"Press S if the two images were the same, Press D if the two images were different.",,137531,,71,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.15,,,img2/false/7.jpg,,137754,,72,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.15,,,+,,138064,,73,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.15,,,img2/Mfalse/7.jpg,,138283,,74,image-keyboard-response,,
13,condition1,S,M,,,,0.0-6.0-3.15,d,1607,"Press S if the two images were the same, Press D if the two images were different.",,139891,,75,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.16,,,img2/false/7.jpg,,140101,,76,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.16,,,+,,140412,,77,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.16,,,img2/false/4.jpg,,140644,,78,image-keyboard-response,,
13,condition1,D,M,,,,0.0-6.0-3.16,d,12263,"Press S if the two images were the same, Press D if the two images were different.",,152908,,79,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.17,,,img2/tools/6.jpg,,153126,,80,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.17,,,+,,153435,,81,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.17,,,img2/tools/8.jpg,,153639,,82,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.17,d,700,"Press S if the two images were the same, Press D if the two images were different.",,154339,,83,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.18,,,img2/jap/6.jpg,,154555,,84,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.18,,,+,,154865,,85,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.18,,,img2/jap/8.jpg,,155070,,86,image-keyboard-response,,
13,condition1,D,J,,,,0.0-6.0-3.18,d,1349,"Press S if the two images were the same, Press D if the two images were different.",,156419,,87,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.19,,,img2/faces/14.jpg,,156640,,88,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.19,,,+,,156951,,89,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.19,,,img2/Mfaces/14.jpg,,157167,,90,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.19,s,1780,"Press S if the two images were the same, Press D if the two images were different.",,158947,,91,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.20,,,img2/tools/1.jpg,,159156,,92,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.20,,,+,,159472,,93,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.20,,,img2/Mtools/1.jpg,,159690,,94,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.20,s,816,"Press S if the two images were the same, Press D if the two images were different.",,160507,,95,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.21,,,img2/faces/3.jpg,,160725,,96,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.21,,,+,,161039,,97,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.21,,,img2/faces/3.jpg,,161258,,98,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.21,s,522,"Press S if the two images were the same, Press D if the two images were different.",,161780,,99,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.22,,,img2/faces/14.jpg,,161991,,100,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.22,,,+,,162305,,101,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.22,,,img2/faces/13.jpg,,162523,,102,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.22,d,1144,"Press S if the two images were the same, Press D if the two images were different.",,163667,,103,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.23,,,img2/tools/11.jpg,,163881,,104,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.23,,,+,,164195,,105,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.23,,,img2/tools/8.jpg,,164414,,106,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.23,d,861,"Press S if the two images were the same, Press D if the two images were different.",,165275,,107,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.24,,,img2/french/4.jpg,,165494,,108,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.24,,,+,,165802,,109,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.24,,,img2/french/4.jpg,,166019,,110,image-keyboard-response,,
13,condition1,S,R,,,,0.0-6.0-3.24,s,880,"Press S if the two images were the same, Press D if the two images were different.",,166900,,111,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.25,,,img2/french/9.jpg,,167114,,112,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.25,,,+,,167427,,113,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.25,,,img2/french/2.jpg,,167644,,114,image-keyboard-response,,
13,condition1,D,R,,,,0.0-6.0-3.25,d,847,"Press S if the two images were the same, Press D if the two images were different.",,168492,,115,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.26,,,img2/jap/14.jpg,,168709,,116,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.26,,,+,,169019,,117,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.26,,,img2/jap/14.jpg,,169235,,118,image-keyboard-response,,
13,condition1,S,J,,,,0.0-6.0-3.26,s,711,"Press S if the two images were the same, Press D if the two images were different.",,169947,,119,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.27,,,img2/french/3.jpg,,170163,,120,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.27,,,+,,170476,,121,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.27,,,img2/french/3.jpg,,170694,,122,image-keyboard-response,,
13,condition1,S,R,,,,0.0-6.0-3.27,s,637,"Press S if the two images were the same, Press D if the two images were different.",,171332,,123,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.28,,,img2/Mfalse/6.jpg,,171552,,124,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.28,,,+,,171867,,125,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.28,,,img2/Mfalse/8.jpg,,172070,,126,image-keyboard-response,,
13,condition1,D,M,,,,0.0-6.0-3.28,s,534,"Press S if the two images were the same, Press D if the two images were different.",,172604,,127,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.29,,,img2/faces/6.jpg,,172817,,128,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.29,,,+,,173131,,129,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.29,,,img2/faces/8.jpg,,173335,,130,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.29,d,564,"Press S if the two images were the same, Press D if the two images were different.",,173900,,131,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.30,,,img2/french/2.jpg,,174115,,132,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.30,,,+,,174427,,133,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.30,,,img2/french/12.jpg,,174631,,134,image-keyboard-response,,
13,condition1,D,R,,,,0.0-6.0-3.30,d,876,"Press S if the two images were the same, Press D if the two images were different.",,175508,,135,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.31,,,img2/jap/4.jpg,,175722,,136,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.31,,,+,,176035,,137,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.31,,,img2/jap/4.jpg,,176253,,138,image-keyboard-response,,
13,condition1,S,J,,,,0.0-6.0-3.31,s,1246,"Press S if the two images were the same, Press D if the two images were different.",,177500,,139,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.32,,,img2/false/8.jpg,,177711,,140,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.32,,,+,,178022,,141,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.32,,,img2/Mfalse/8.jpg,,178241,,142,image-keyboard-response,,
13,condition1,S,M,,,,0.0-6.0-3.32,s,778,"Press S if the two images were the same, Press D if the two images were different.",,179020,,143,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.33,,,img2/Mtools/8.jpg,,179242,,144,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.33,,,+,,179552,,145,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.33,,,img2/Mtools/2.jpg,,179770,,146,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.33,d,497,"Press S if the two images were the same, Press D if the two images were different.",,180267,,147,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.34,,,img2/tools/7.jpg,,180472,,148,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.34,,,+,,180788,,149,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.34,,,img2/Mtools/7.jpg,,181008,,150,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.34,s,2427,"Press S if the two images were the same, Press D if the two images were different.",,183435,,151,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.35,,,img2/Mfrench/14.jpg,,183656,,152,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.35,,,+,,183972,,153,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.35,,,img2/Mfrench/13.jpg,,184191,,154,image-keyboard-response,,
13,condition1,D,R,,,,0.0-6.0-3.35,d,588,"Press S if the two images were the same, Press D if the two images were different.",,184780,,155,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.36,,,img2/Mjap/5.jpg,,184989,,156,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.36,,,+,,185304,,157,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.36,,,img2/Mjap/13.jpg,,185523,,158,image-keyboard-response,,
13,condition1,D,J,,,,0.0-6.0-3.36,d,912,"Press S if the two images were the same, Press D if the two images were different.",,186436,,159,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.37,,,img2/tools/12.jpg,,186647,,160,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.37,,,+,,186960,,161,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.37,,,img2/Mtools/12.jpg,,187179,,162,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.37,s,1376,"Press S if the two images were the same, Press D if the two images were different.",,188556,,163,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.38,,,img2/faces/5.jpg,,188776,,164,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.38,,,+,,189092,,165,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.38,,,img2/faces/5.jpg,,189309,,166,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.38,s,806,"Press S if the two images were the same, Press D if the two images were different.",,190115,,167,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.39,,,img2/Mfaces/11.jpg,,190329,,168,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.39,,,+,,190645,,169,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.39,,,img2/Mfaces/8.jpg,,190860,,170,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.39,d,559,"Press S if the two images were the same, Press D if the two images were different.",,191419,,171,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.40,,,img2/faces/14.jpg,,191632,,172,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.40,,,+,,191946,,173,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.40,,,img2/faces/14.jpg,,192163,,174,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.40,s,1016,"Press S if the two images were the same, Press D if the two images were different.",,193179,,175,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.41,,,img2/jap/10.jpg,,193395,,176,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.41,,,+,,193708,,177,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.41,,,img2/Mjap/10.jpg,,193926,,178,image-keyboard-response,,
13,condition1,S,J,,,,0.0-6.0-3.41,d,1549,"Press S if the two images were the same, Press D if the two images were different.",,195476,,179,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.42,,,img2/faces/5.jpg,,195678,,180,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.42,,,+,,195992,,181,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.42,,,img2/faces/13.jpg,,196210,,182,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.42,d,681,"Press S if the two images were the same, Press D if the two images were different.",,196891,,183,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.43,,,img2/Mfaces/14.jpg,,197102,,184,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.43,,,+,,197411,,185,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.43,,,img2/Mfaces/13.jpg,,197616,,186,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.43,d,627,"Press S if the two images were the same, Press D if the two images were different.",,198243,,187,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.44,,,img2/Mfaces/4.jpg,,198468,,188,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.44,,,+,,198783,,189,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.44,,,img2/Mfaces/5.jpg,,199003,,190,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.44,d,752,"Press S if the two images were the same, Press D if the two images were different.",,199755,,191,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.45,,,img2/tools/8.jpg,,199959,,192,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.45,,,+,,200270,,193,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.45,,,img2/Mtools/8.jpg,,200488,,194,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.45,s,819,"Press S if the two images were the same, Press D if the two images were different.",,201308,,195,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.46,,,img2/faces/9.jpg,,201527,,196,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.46,,,+,,201837,,197,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.46,,,img2/faces/9.jpg,,202055,,198,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.46,s,580,"Press S if the two images were the same, Press D if the two images were different.",,202635,,199,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.47,,,img2/french/6.jpg,,202849,,200,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.47,,,+,,203163,,201,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.47,,,img2/french/8.jpg,,203366,,202,image-keyboard-response,,
13,condition1,D,R,,,,0.0-6.0-3.47,d,581,"Press S if the two images were the same, Press D if the two images were different.",,203948,,203,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.48,,,img2/faces/8.jpg,,204165,,204,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.48,,,+,,204477,,205,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.48,,,img2/faces/8.jpg,,204694,,206,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.48,s,877,"Press S if the two images were the same, Press D if the two images were different.",,205571,,207,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.49,,,img2/faces/1.jpg,,205787,,208,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.49,,,+,,206100,,209,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.49,,,img2/faces/2.jpg,,206316,,210,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.49,d,831,"Press S if the two images were the same, Press D if the two images were different.",,207147,,211,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.50,,,img2/jap/11.jpg,,207360,,212,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.50,,,+,,207672,,213,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.50,,,img2/Mjap/11.jpg,,207889,,214,image-keyboard-response,,
13,condition1,S,J,,,,0.0-6.0-3.50,s,2610,"Press S if the two images were the same, Press D if the two images were different.",,210500,,215,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.51,,,img2/french/12.jpg,,210711,,216,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.51,,,+,,211027,,217,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.51,,,img2/french/12.jpg,,211243,,218,image-keyboard-response,,
13,condition1,S,R,,,,0.0-6.0-3.51,s,1073,"Press S if the two images were the same, Press D if the two images were different.",,212316,,219,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.52,,,img2/false/4.jpg,,212533,,220,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.52,,,+,,212847,,221,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.52,,,img2/Mfalse/4.jpg,,213064,,222,image-keyboard-response,,
13,condition1,S,M,,,,0.0-6.0-3.52,d,474,"Press S if the two images were the same, Press D if the two images were different.",,213539,,223,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.53,,,img2/tools/14.jpg,,213754,,224,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.53,,,+,,214076,,225,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.53,,,img2/tools/13.jpg,,214294,,226,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.53,d,629,"Press S if the two images were the same, Press D if the two images were different.",,214923,,227,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.54,,,img2/tools/5.jpg,,215139,,228,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.54,,,+,,215440,,229,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.54,,,img2/Mtools/5.jpg,,215658,,230,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.54,s,658,"Press S if the two images were the same, Press D if the two images were different.",,216317,,231,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.55,,,img2/Mtools/10.jpg,,216536,,232,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.55,,,+,,216851,,233,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.55,,,img2/Mtools/4.jpg,,217070,,234,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.55,d,876,"Press S if the two images were the same, Press D if the two images were different.",,217947,,235,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.56,,,img2/false/8.jpg,,218164,,236,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.56,,,+,,218478,,237,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.56,,,img2/false/8.jpg,,218695,,238,image-keyboard-response,,
13,condition1,S,M,,,,0.0-6.0-3.56,s,684,"Press S if the two images were the same, Press D if the two images were different.",,219380,,239,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.57,,,img2/Mjap/7.jpg,,219601,,240,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.57,,,+,,219912,,241,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.57,,,img2/Mjap/4.jpg,,220165,,242,image-keyboard-response,,
13,condition1,D,J,,,,0.0-6.0-3.57,d,623,"Press S if the two images were the same, Press D if the two images were different.",,220788,,243,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.58,,,img2/false/3.jpg,,221004,,244,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.58,,,+,,221320,,245,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.58,,,img2/false/9.jpg,,221537,,246,image-keyboard-response,,
13,condition1,D,M,,,,0.0-6.0-3.58,d,1010,"Press S if the two images were the same, Press D if the two images were different.",,222548,,247,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.59,,,img2/Mtools/11.jpg,,222759,,248,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.59,,,+,,223069,,249,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.59,,,img2/Mtools/8.jpg,,223288,,250,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.59,d,700,"Press S if the two images were the same, Press D if the two images were different.",,223988,,251,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.60,,,img2/faces/4.jpg,,224189,,252,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.60,,,+,,224501,,253,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.60,,,img2/Mfaces/4.jpg,,224719,,254,image-keyboard-response,,
13,condition1,S,H,,,,0.0-6.0-3.60,s,660,"Press S if the two images were the same, Press D if the two images were different.",,225380,,255,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.61,,,img2/Mfaces/10.jpg,,225585,,256,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.61,,,+,,225899,,257,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.61,,,img2/Mfaces/4.jpg,,226117,,258,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.61,d,1183,"Press S if the two images were the same, Press D if the two images were different.",,227301,,259,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.62,,,img2/tools/1.jpg,,227521,,260,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.62,,,+,,227834,,261,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.62,,,img2/tools/2.jpg,,228038,,262,image-keyboard-response,,
13,condition1,D,O,,,,0.0-6.0-3.62,d,469,"Press S if the two images were the same, Press D if the two images were different.",,228508,,263,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.63,,,img2/Mfaces/12.jpg,,228724,,264,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.63,,,+,,229039,,265,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.63,,,img2/Mfaces/13.jpg,,229257,,266,image-keyboard-response,,
13,condition1,D,H,,,,0.0-6.0-3.63,d,1170,"Press S if the two images were the same, Press D if the two images were different.",,230428,,267,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.64,,,img2/jap/10.jpg,,230647,,268,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.64,,,+,,230954,,269,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.64,,,img2/jap/4.jpg,,231160,,270,image-keyboard-response,,
13,condition1,D,J,,,,0.0-6.0-3.64,d,507,"Press S if the two images were the same, Press D if the two images were different.",,231668,,271,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.65,,,img2/tools/13.jpg,,231884,,272,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.65,,,+,,232192,,273,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.65,,,img2/Mtools/13.jpg,,232410,,274,image-keyboard-response,,
13,condition1,S,O,,,,0.0-6.0-3.65,s,593,"Press S if the two images were the same, Press D if the two images were different.",,233003,,275,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-0.66,,,img2/Mfrench/11.jpg,,233224,,276,image-keyboard-response,,
13,condition1,,,,,,0.0-6.0-1.66,,,+,,233536,,277,html-keyboard-response,,
13,condition1,,,,,,0.0-6.0-2.66,,,img2/Mfrench/8.jpg,,233754,,278,image-keyboard-response,,
13,condition1,D,R,,,,0.0-6.0-3.66,d,705,"Press S if the two images were the same, Press D if the two images were different.",,234459,,279,html-keyboard-response,,
